Tipo contaminante,Comuna,Ciudad,Tipo de emision,Año,Tipo vehículo,emicom_cantprom_anual
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,53599"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"23,18602"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,24287"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,37519"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"23,18602"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,61974"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,89332"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"23,18602"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01957"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01715"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,50943"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00777"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01201"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,50943"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01983"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02859"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,50943"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,48371"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,42407"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,13309"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,19215"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,29685"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,13309"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,49033"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,70679"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,13309"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00269"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00236"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,15411"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00106"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00165"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,15411"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00273"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00393"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,15411"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,02765"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02424"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,41602"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01098"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01696"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,41602"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,02802"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0404"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,41602"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01544"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01353"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,09917"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00613"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00947"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,09123"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01565"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02256"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,09917"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,03285"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0288"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,04493"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01305"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02016"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,04493"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,0333"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,04801"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,04493"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,0122"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0107"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00214"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00485"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00749"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00214"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01237"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01784"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00214"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,02729"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02392"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00373"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01084"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01674"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00373"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,02766"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,03987"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00373"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,0368"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,03226"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,96737"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,01462"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02258"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,88759"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,03731"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,05378"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,99729"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00161"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00141"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00064"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00099"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Comercial,"0,00163"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00236"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00011"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0001"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00004"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00007"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00011"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00016"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00914"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00801"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,10435"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00363"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0056"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,10435"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00926"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01335"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,10435"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01439"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01262"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07385"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00571"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00883"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07385"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01459"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02103"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07385"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,02045"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01793"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07708"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00812"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01255"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07708"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,02073"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02988"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07708"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,10318"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,09046"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01944"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,04099"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,06332"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01944"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,10459"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,15076"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01944"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,07575"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,06641"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01422"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,03009"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,04649"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01422"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,07679"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,11069"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01422"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00045"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0004"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01162"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00018"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00028"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01069"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00046"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00066"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01162"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,09609"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,08424"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04238"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,03817"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,05897"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04238"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,09741"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,14041"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04238"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,05713"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,05008"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01001"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,02269"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,03506"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01001"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,05791"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,08348"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01001"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,06878"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0603"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01206"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,02732"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,04221"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01206"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,06973"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,10051"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01206"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,25001"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,21918"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04418"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,09932"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,15343"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04418"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,25343"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,36531"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04418"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00331"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0029"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00064"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00131"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00203"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00064"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00335"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00484"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00064"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00834"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00731"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02105"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00331"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00511"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01932"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00845"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01218"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02171"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00239"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0021"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00095"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00147"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00243"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0035"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00001"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00001"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00000777"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00001"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00001"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00002"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,02961"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02596"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,7363"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01176"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01817"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,7363"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,03001"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,04326"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,7363"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,04588"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,04022"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,72239"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01822"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02816"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,72239"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,04651"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,06704"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,72239"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,08217"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,07204"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,63896"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,03264"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,05042"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,63896"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,08329"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,12006"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,63896"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,20502"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,17975"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03869"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,08144"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,12582"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03869"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,20783"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,29958"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03869"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01854"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01626"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00351"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00736"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01138"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00351"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0188"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0271"
Material particulado,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00351"
MP10,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00083"
MP10,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00073"
MP10,Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02141"
"MP2,5",Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00033"
"MP2,5",Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00051"
"MP2,5",Renca,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0197"
Material particulado,Renca,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00085"
Material particulado,Renca,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00122"
