Tipo contaminante,Comuna,Ciudad,Tipo de emision,Año,Tipo vehículo,emicom_cantprom_anual
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Moto,"0,02545"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Moto,"0,00318"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Moto,"0,00415"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Moto,"0,02545"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Moto,"0,00805"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Moto,"0,00989"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Moto,"0,02545"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Moto,"0,0007"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Moto,"0,00053"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Moto,"0,03808"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Moto,"0,00028"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Moto,"0,00037"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Moto,"0,03808"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Moto,"0,00072"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Moto,"0,00088"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Moto,"0,03808"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00067"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00058"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00577"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00026"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00041"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00577"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00068"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00098"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00577"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,01174"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01029"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,05082"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00466"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,0072"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,05082"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,0119"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01716"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,05082"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00604"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00529"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,02542"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00239"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,0037"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,02542"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00612"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00882"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,02542"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,09363"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,08209"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,0197"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,03719"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,05746"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,0197"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,09491"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,13681"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,0197"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00939"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00823"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00197"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00373"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,00576"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00197"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00952"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01373"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00253"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,02013"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01765"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00888"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00799"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01235"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00888"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,02041"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,02942"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00888"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,11645"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,10209"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,02041"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,04626"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,07146"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,02041"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,11805"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,17016"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,02041"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,18089"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,15859"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,03171"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,07186"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,11101"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,03171"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,18337"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,26431"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,03171"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,33091"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,29011"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,05802"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,13145"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,20307"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,05802"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,33544"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,48352"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,05802"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,02483"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,02177"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00435"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,00986"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01524"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00435"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,02517"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,03628"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Taxi,"0,00435"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,02785"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,02442"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,01106"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,01709"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Taxi,"0,02823"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Taxi,"0,0407"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00943"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00827"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,5903"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00374"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00578"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,5903"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00956"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01378"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,5903"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,02148"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01883"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,03876"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00853"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01318"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,03566"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,02178"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,03139"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,03876"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,25627"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,22468"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"7,5356"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,1018"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,15727"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"7,5356"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,25978"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,37446"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"7,5356"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00995"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00872"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,21186"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00395"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00611"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,21186"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,01009"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01454"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,21186"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,18185"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,15943"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,03341"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,07224"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,1116"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,03341"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,18434"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,26572"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,03341"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00471"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00413"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,35493"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00187"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00289"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,35493"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00478"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00689"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,35493"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00314"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00275"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,08516"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00124"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00192"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00138"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00318"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00459"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,08516"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00419"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00367"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06774"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00166"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00257"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06232"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00425"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00612"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06774"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00419"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00367"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,0212"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00166"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00257"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,0212"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00425"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00612"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,0212"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00262"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00229"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00455"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00104"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0016"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00455"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00265"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00382"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00455"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00419"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00367"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00073"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00166"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00257"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00073"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00425"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00612"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00073"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00157"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00137"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06053"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00062"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00096"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,05554"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Comercial,"0,00159"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00229"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,0624"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00261"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00228"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02204"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00103"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0016"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02204"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00264"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00381"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02204"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00208"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00183"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00887"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00082"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00128"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00887"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00211"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00305"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00887"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00208"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00183"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00854"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00082"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00128"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00854"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00211"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00305"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00854"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,0188"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01648"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00384"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00746"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01153"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00384"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,01905"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02747"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00384"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,02297"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02014"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00469"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00912"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0141"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00469"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,02329"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,03357"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0061"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00104"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00091"
MP10,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03043"
"MP2,5",Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00041"
"MP2,5",Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00064"
"MP2,5",Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,028"
Material particulado,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00105"
Material particulado,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00152"
Material particulado,Antofagasta,Antofagasta,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03043"
MP10,Antofagasta,Antofagasta,Desgaste de frenos,2020,Vehiculo Liviano,"0,00678"
MP10,Antofagasta,Antofagasta,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00595"
