Tipo contaminante,Comuna,Ciudad,Tipo de emision,Año,Tipo vehículo,emicom_cantprom_anual
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 3 - Con filtro,"0,00001"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 3 - Con filtro,"0,00002"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 3 - Con filtro,"0,00001"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 3 - Con filtro,"0,0000064"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00003"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00067"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,1785"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000683"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000534"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,000000538"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00169"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000574"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000484"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00001"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000228"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000339"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00001"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000585"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000807"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00001"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 5,"0,00000173"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,000000187"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,000000367"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,00098"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000609"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000456"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000033"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,00000203"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000704"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000594"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,00000000857"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,000000028"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000416"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,00000000857"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,0000000718"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,000000099"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,00000000857"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora H - Rígidos Euro 6,"0,00000000968"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,07378"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"1,80166"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"693,85641"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,34858"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,02143"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,00214"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"6,7204"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,02286"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,01929"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,13931"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,0091"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,0135"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,13931"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,02333"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,03215"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,13931"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3,"0,00846"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,24301"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"5,93403"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"2286,83392"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"1,14813"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,0706"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,00706"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"22,13465"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,07531"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,06354"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,04588"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,02997"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,04448"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,04588"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,07685"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,10591"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,04588"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 3 - Con filtro,"0,02788"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,15697"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"2,26171"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"787,89174"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,02753"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,02754"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,00277"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"5,96248"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,02958"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,02496"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,05093"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,01177"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,01747"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,05093"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,03018"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,0416"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,05093"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 5,"0,00761"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00096"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00132"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"4,29192"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00022"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00023"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00001"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00369"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00036"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,0003"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00003"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00014"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00021"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00003"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00037"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00051"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00003"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora I - Rígidos Euro 6,"0,00004"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00456"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,12835"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"48,26006"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,02481"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00132"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00013"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,47331"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00141"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00119"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00975"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00056"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00083"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00975"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00144"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00198"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00975"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3,"0,00056"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,01502"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,42276"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"159,0578"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,08171"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00436"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00043"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"1,55895"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00465"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00393"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00321"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00185"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00275"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00321"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00475"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00655"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00321"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 3 - Con filtro,"0,00185"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,0097"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,16198"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"52,51938"
Compuestos Orgánicos Volátiles,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00189"
Oxido Nitroso,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,0017"
Nitrógeno amoniacal (o NH3),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00017"
NOx,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,43819"
MP10,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00182"
MP10,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00154"
MP10,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,0035"
"MP2,5",Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00072"
"MP2,5",Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00108"
"MP2,5",Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,0035"
Material particulado,Estación Central,Gran Santiago,Desgaste de frenos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00186"
Material particulado,Estación Central,Gran Santiago,Desgaste de neumáticos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,00257"
Material particulado,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,0035"
Dióxido de azufre (SO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 5,"0,0005"
Metano (CH4),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 6,"0,00005"
Monóxido de carbono,Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 6,"0,00009"
Dióxido de carbono (CO2),Estación Central,Gran Santiago,Tubo de Escape Vehiculos,2020,Buses licitados urbanos diesel - Transantiago - Alimentadora J - Rígidos Euro 6,"0,28659"
