Tipo contaminante,Comuna,Ciudad,Tipo de emision,Año,Tipo vehículo,emicom_cantprom_anual
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01255"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00046"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,25837"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00339"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00297"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01205"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00134"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00208"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01205"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00344"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00496"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01205"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00065"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00258"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06319"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"335,11733"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01021"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06335"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00234"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,93846"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01712"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01501"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00304"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0068"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01051"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00304"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01736"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02502"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00304"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00332"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00189"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,08338"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"245,89413"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0155"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00327"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,31814"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01257"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01102"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00177"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00499"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00771"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00177"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01274"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01837"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00177"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00235"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00029"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00424"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"1,60578"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00071"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00017"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00001"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00539"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00007"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00006"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00174"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00003"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00004"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0016"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00007"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00011"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00174"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00002"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,05681"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"3,75988"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"324,66724"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,03375"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,25207"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,11581"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,15296"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,95263"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01595"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01398"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00703"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00633"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00978"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00703"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01617"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0233"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00703"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00306"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00389"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"1,29683"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"217,736"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,02006"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03129"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06885"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,09094"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06964"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00948"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00831"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00166"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00376"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00582"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00166"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00961"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01385"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00166"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00181"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00312"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,75874"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"275,29933"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,02415"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02595"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0829"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,10949"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0341"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01141"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01001"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,002"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00453"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,007"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,002"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01157"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01668"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,002"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00219"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01614"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"2,56986"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"1000,58958"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,0878"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0364"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01174"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02226"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00001"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0415"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,03638"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0065"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01648"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02547"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0065"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,04207"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,06064"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0065"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00947"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00021"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02628"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"13,26193"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,00116"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00053"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00015"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00029"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00116"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00055"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00048"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00009"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00021"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00033"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00009"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00055"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0008"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00009"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00012"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02484"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"3,13283"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"32,03387"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,02929"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,25511"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00094"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00037"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,38264"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00138"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00121"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00349"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00055"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00084"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0032"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0014"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00202"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0036"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0003"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00007"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"5,55654"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00001"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00078"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00039"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00034"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00015"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00024"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0004"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00058"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00006"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00243"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,1241"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00007"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00001"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00022"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00000555"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00000487"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0000022"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00000341"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00000563"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00000811"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00000644"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01265"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,59472"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"172,44807"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,09493"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03105"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00115"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,75265"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00839"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00736"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,24871"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00333"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00515"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,24871"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00851"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01226"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,24871"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00163"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00534"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,37445"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"254,86237"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,09414"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04812"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00178"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"1,32023"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01301"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0114"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,23093"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00516"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00798"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,23093"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,01319"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01901"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,23093"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00253"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00351"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,83802"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"456,60857"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,16295"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,08618"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03511"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"1,76986"
MP10,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,0233"
MP10,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,02042"
MP10,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,17094"
"MP2,5",Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,00925"
"MP2,5",Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0143"
"MP2,5",Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,17094"
Material particulado,Paine,Gran Santiago,Desgaste de frenos,2020,Vehiculo Liviano,"0,02362"
Material particulado,Paine,Gran Santiago,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,03404"
Material particulado,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,17094"
Dióxido de azufre (SO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00453"
Metano (CH4),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00876"
Monóxido de carbono,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,22802"
Dióxido de carbono (CO2),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"1140,0197"
Compuestos Orgánicos Volátiles,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03511"
Oxido Nitroso,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,21504"
Nitrógeno amoniacal (o NH3),Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00796"
NOx,Paine,Gran Santiago,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"3,17955"
